ticket_id,customer_id,category,priority,channel,created_at,resolved_at,resolution_time_hours,status,satisfaction_score
TKT000221,9258-CNWAC,Plan Modification,Medium,Chatbot,2026-07-13 07:46:00,2026-07-13 09:58:00,2.2,Closed,4.0
TKT000222,7593-JNWRU,SIM Issue,Medium,Retail Store,2026-06-06 13:39:00,2026-06-09 01:45:00,60.1,Closed,1.0
TKT000223,4690-LLKUA,Plan Modification,Low,Call Center,2026-03-13 09:28:00,,,In Progress,
TKT000224,2120-SMPEX,Plan Modification,Critical,Chatbot,2026-01-17 21:16:00,2026-01-19 07:58:00,34.7,Closed,1.0
TKT000225,9286-BHDQG,Network Slowdown,Medium,Retail Store,2026-08-09 14:04:00,2026-08-10 09:34:00,19.5,Closed,3.0
TKT000226,9898-KZQDZ,Roaming Issue,High,Chatbot,2026-01-27 07:10:00,2026-01-27 11:46:00,4.6,Closed,2.0
TKT000227,8982-NHAVY,Broadband Outage,Medium,Chatbot,2026-08-15 07:19:00,2026-08-16 06:07:00,22.8,Closed,3.0
TKT000228,8224-IVVPA,Plan Modification,Medium,Web Portal,2026-02-05 14:49:00,2026-02-08 03:13:00,60.4,Closed,5.0
TKT000229,3793-MMFUH,Network Slowdown,High,Mobile App,2026-04-08 20:12:00,2026-04-09 07:24:00,11.2,Resolved,2.0
TKT000230,6016-LVTJQ,SIM Issue,Medium,Mobile App,2026-03-25 08:05:00,2026-03-26 12:53:00,28.8,Closed,3.0
TKT000231,2692-BUCFV,Broadband Outage,Critical,Chatbot,2026-05-04 13:06:00,2026-05-07 05:42:00,64.6,Closed,5.0
TKT000232,0164-XAIRP,Broadband Outage,High,Mobile App,2026-05-21 14:55:00,2026-05-23 09:19:00,42.4,Resolved,2.0
TKT000233,3068-OMWZA,SIM Issue,Critical,Mobile App,2026-02-21 23:06:00,,,In Progress,
TKT000234,3410-YOQBQ,Call Drops,Critical,Mobile App,2026-01-09 13:11:00,2026-01-10 06:11:00,17.0,Closed,4.0
TKT000235,1135-LMECX,SIM Issue,Low,Retail Store,2026-04-12 19:25:00,2026-04-14 11:25:00,40.0,Resolved,4.0
TKT000236,6215-NQCPY,Billing Dispute,Medium,Retail Store,2026-05-21 09:35:00,,,Escalated,
TKT000237,0137-OCGAB,Roaming Issue,Critical,Call Center,2026-05-15 13:48:00,2026-05-15 16:48:00,3.0,Resolved,1.0
TKT000238,5196-SGOAK,Call Drops,Critical,Chatbot,2026-08-01 23:09:00,2026-08-03 20:27:00,45.3,Closed,2.0
TKT000239,0823-HSCDJ,Roaming Issue,Critical,Retail Store,2026-02-09 20:38:00,,,In Progress,
TKT000240,7666-WKRON,SIM Issue,Low,Chatbot,2026-07-27 10:07:00,2026-07-28 19:19:00,33.2,Closed,2.0
TKT000241,9206-GVPEQ,Billing Dispute,High,Retail Store,2026-04-26 09:30:00,,,In Progress,
TKT000242,3621-CEOVK,SIM Issue,Low,Web Portal,2026-03-08 23:15:00,,,Escalated,
TKT000243,7351-MHQVU,Plan Modification,Low,Retail Store,2026-04-13 08:35:00,,,Escalated,
TKT000244,6581-NQCBA,Broadband Outage,Medium,Mobile App,2026-08-12 13:13:00,,,Escalated,
TKT000245,7486-KSRVI,SIM Issue,Critical,Call Center,2026-02-02 10:29:00,2026-02-03 11:53:00,25.4,Resolved,2.0
TKT000246,1396-QWFBJ,SIM Issue,Medium,Call Center,2026-07-21 19:27:00,2026-07-23 21:57:00,50.5,Closed,2.0
TKT000247,6429-SHBCB,Call Drops,Low,Web Portal,2026-08-16 13:13:00,2026-08-17 14:55:00,25.7,Resolved,3.0
TKT000248,7808-DVWEP,SIM Issue,Low,Chatbot,2026-06-21 18:02:00,2026-06-23 22:50:00,52.8,Closed,3.0
TKT000249,8972-HJWNV,Network Slowdown,Medium,Call Center,2026-02-25 11:11:00,2026-02-26 17:23:00,30.2,Closed,3.0
TKT000250,2886-KEFUM,Network Slowdown,Critical,Call Center,2026-01-27 13:44:00,,,Escalated,
TKT000251,0940-OUQEC,Billing Dispute,Low,Mobile App,2026-04-15 20:16:00,2026-04-17 16:10:00,43.9,Closed,3.0
TKT000252,5260-UMPWX,Network Slowdown,Medium,Mobile App,2026-07-16 07:59:00,2026-07-16 17:47:00,9.8,Resolved,5.0
TKT000253,2398-YPMUR,SIM Issue,High,Mobile App,2026-06-10 15:12:00,,,In Progress,
TKT000254,7450-NWRTR,Network Slowdown,Low,Web Portal,2026-07-02 12:15:00,,,Escalated,
TKT000255,0235-KGSLC,Broadband Outage,Critical,Chatbot,2026-08-06 19:15:00,,,Escalated,
TKT000256,2040-XBAVJ,Plan Modification,Critical,Web Portal,2026-04-07 07:31:00,2026-04-08 20:01:00,36.5,Closed,3.0
TKT000257,9931-KGHOA,Billing Dispute,High,Web Portal,2026-04-26 08:44:00,2026-04-27 19:32:00,34.8,Resolved,1.0
TKT000258,6804-GDMOI,Plan Modification,High,Web Portal,2026-05-09 15:25:00,2026-05-12 01:43:00,58.3,Closed,3.0
TKT000259,6773-LQTVT,SIM Issue,High,Call Center,2026-07-28 18:54:00,2026-07-28 23:30:00,4.6,Resolved,4.0
TKT000260,7765-LWVVH,Call Drops,Low,Mobile App,2026-08-24 10:31:00,2026-08-25 21:25:00,34.9,Closed,1.0
TKT000261,9546-CQJSU,Network Slowdown,Low,Retail Store,2026-02-14 14:08:00,2026-02-15 13:14:00,23.1,Closed,3.0
TKT000262,1689-MRZQR,Plan Modification,High,Call Center,2026-02-08 13:56:00,,,Escalated,
TKT000263,2077-DDHJK,Roaming Issue,Low,Retail Store,2026-06-07 07:04:00,2026-06-10 00:22:00,65.3,Resolved,5.0
TKT000264,8784-CGILN,Plan Modification,Low,Mobile App,2026-04-20 23:05:00,,,In Progress,
TKT000265,0402-OAMEN,Call Drops,Critical,Web Portal,2026-05-06 07:13:00,2026-05-09 00:37:00,65.4,Closed,2.0
TKT000266,7156-MHUGY,Billing Dispute,Critical,Call Center,2026-07-09 22:54:00,2026-07-10 22:30:00,23.6,Resolved,1.0
TKT000267,5364-EVNIB,Call Drops,High,Chatbot,2026-08-06 11:29:00,2026-08-09 06:11:00,66.7,Closed,2.0
TKT000268,2433-KMEAS,Network Slowdown,High,Mobile App,2026-07-22 12:55:00,,,Escalated,
TKT000269,3727-RJMEO,Billing Dispute,Critical,Web Portal,2026-01-14 20:32:00,2026-01-17 17:26:00,68.9,Closed,2.0
TKT000270,5673-FSSMF,Broadband Outage,High,Mobile App,2026-01-06 12:08:00,2026-01-08 15:02:00,50.9,Closed,3.0
TKT000271,5671-RQRLP,Call Drops,High,Retail Store,2026-04-01 12:33:00,2026-04-04 08:27:00,67.9,Closed,4.0
TKT000272,0486-HECZI,SIM Issue,High,Retail Store,2026-04-03 15:43:00,,,In Progress,
TKT000273,4115-UMJFQ,Call Drops,High,Chatbot,2026-08-23 08:19:00,2026-08-23 10:55:00,2.6,Closed,3.0
TKT000274,9254-RBFON,Roaming Issue,Low,Retail Store,2026-04-29 16:29:00,2026-04-30 19:23:00,26.9,Closed,3.0
TKT000275,8332-OSJDW,Network Slowdown,High,Web Portal,2026-05-17 15:10:00,2026-05-17 19:34:00,4.4,Closed,3.0
TKT000276,5651-YLPRD,Call Drops,High,Call Center,2026-03-09 18:28:00,,,Escalated,
TKT000277,3198-VELRD,Call Drops,Critical,Retail Store,2026-06-07 13:49:00,,,Escalated,
TKT000278,5650-VDUDS,Broadband Outage,Critical,Call Center,2026-01-28 19:15:00,,,In Progress,
TKT000279,8486-AYEQH,Roaming Issue,Critical,Retail Store,2026-08-18 18:48:00,2026-08-18 21:36:00,2.8,Closed,3.0
TKT000280,1751-NCDLI,Broadband Outage,Critical,Call Center,2026-02-17 13:28:00,,,In Progress,
TKT000281,7625-XCQRH,Plan Modification,Low,Mobile App,2026-01-23 18:54:00,2026-01-26 12:24:00,65.5,Closed,3.0
TKT000282,7339-POGZN,Billing Dispute,Medium,Call Center,2026-07-06 20:39:00,,,In Progress,
TKT000283,5712-VBOXD,Network Slowdown,Low,Retail Store,2026-05-07 12:20:00,2026-05-09 22:02:00,57.7,Closed,4.0
TKT000284,7133-VBDCG,Broadband Outage,High,Retail Store,2026-08-15 13:53:00,,,Escalated,
TKT000285,1113-IUJYX,Network Slowdown,High,Mobile App,2026-06-22 18:23:00,,,Escalated,
TKT000286,2408-TZMJL,Roaming Issue,High,Retail Store,2026-04-16 07:46:00,,,In Progress,
TKT000287,8020-BWHYL,Call Drops,Medium,Web Portal,2026-06-09 13:50:00,,,Escalated,
TKT000288,3540-RZJYU,Plan Modification,Low,Chatbot,2026-01-27 17:51:00,2026-01-29 20:03:00,50.2,Resolved,1.0
TKT000289,4228-ZGYUW,Roaming Issue,High,Call Center,2026-08-30 17:50:00,2026-09-01 08:26:00,38.6,Resolved,2.0
TKT000290,2575-GFSOE,SIM Issue,Low,Mobile App,2026-04-04 14:15:00,2026-04-06 14:51:00,48.6,Closed,3.0
TKT000291,2245-ADZFJ,Roaming Issue,Critical,Chatbot,2026-07-14 08:30:00,,,Escalated,
TKT000292,0080-EMYVY,Call Drops,High,Call Center,2026-05-19 18:57:00,2026-05-22 11:51:00,64.9,Closed,3.0
TKT000293,3092-IGHWF,Roaming Issue,Medium,Retail Store,2026-05-08 20:38:00,2026-05-09 01:14:00,4.6,Resolved,1.0
TKT000294,3410-YOQBQ,Call Drops,Low,Retail Store,2026-02-26 20:23:00,2026-02-27 06:17:00,9.9,Closed,3.0
TKT000295,5696-CEIQJ,Roaming Issue,Medium,Retail Store,2026-06-15 23:20:00,,,In Progress,
TKT000296,0623-EJQEG,Call Drops,Critical,Call Center,2026-08-05 23:52:00,2026-08-06 14:58:00,15.1,Closed,3.0
TKT000297,4484-CGXFK,Plan Modification,High,Retail Store,2026-07-09 13:13:00,2026-07-11 02:13:00,37.0,Closed,3.0
TKT000298,7182-OVLBJ,Broadband Outage,High,Mobile App,2026-05-29 17:46:00,,,In Progress,
TKT000299,7801-CEDNV,SIM Issue,Low,Mobile App,2026-03-27 19:28:00,,,Escalated,
TKT000300,6005-OBZPH,Billing Dispute,Critical,Web Portal,2026-04-27 11:15:00,2026-04-27 21:21:00,10.1,Closed,2.0
TKT000301,3096-JRDSO,Call Drops,High,Web Portal,2026-08-01 18:56:00,2026-08-03 13:02:00,42.1,Closed,3.0
TKT000302,8191-XWSZG,Broadband Outage,Medium,Retail Store,2026-02-03 19:20:00,2026-02-03 21:14:00,1.9,Resolved,3.0
TKT000303,3705-PSNGL,Roaming Issue,High,Call Center,2026-03-10 21:12:00,,,In Progress,
TKT000304,0887-HJGAR,Call Drops,Critical,Web Portal,2026-04-27 22:09:00,,,In Progress,
TKT000305,3276-HDUEG,Broadband Outage,Medium,Retail Store,2026-01-26 17:05:00,,,Escalated,
TKT000306,7932-WPTDS,Broadband Outage,Medium,Retail Store,2026-02-20 15:38:00,2026-02-21 13:50:00,22.2,Closed,3.0
TKT000307,0023-UYUPN,Network Slowdown,High,Web Portal,2026-06-02 22:05:00,2026-06-05 09:59:00,59.9,Closed,3.0
TKT000308,4187-CINZD,Billing Dispute,Low,Call Center,2026-08-25 20:48:00,2026-08-28 15:18:00,66.5,Closed,1.0
TKT000309,6166-ILMNY,Billing Dispute,High,Web Portal,2026-02-24 16:58:00,2026-02-25 01:10:00,8.2,Closed,1.0
TKT000310,9850-OWRHQ,Broadband Outage,Medium,Call Center,2026-03-28 13:24:00,2026-03-29 14:12:00,24.8,Closed,1.0
TKT000311,4818-QIUFN,Plan Modification,High,Web Portal,2026-04-23 16:30:00,,,Escalated,
TKT000312,8808-ELEHO,Plan Modification,Critical,Call Center,2026-01-11 17:12:00,2026-01-14 13:54:00,68.7,Closed,3.0
TKT000313,9921-ZVRHG,Billing Dispute,Critical,Retail Store,2026-01-01 19:48:00,2026-01-04 02:48:00,55.0,Resolved,1.0
TKT000314,2372-HWUHI,Plan Modification,Low,Chatbot,2026-06-16 13:57:00,,,Escalated,
TKT000315,4322-RCYMT,Broadband Outage,High,Call Center,2026-07-26 20:19:00,2026-07-28 16:49:00,44.5,Resolved,3.0
TKT000316,2402-TAIRZ,SIM Issue,Low,Chatbot,2026-07-25 07:03:00,,,In Progress,
TKT000317,3580-HYCSP,Broadband Outage,High,Web Portal,2026-08-12 13:45:00,,,In Progress,
TKT000318,5419-KLXBN,SIM Issue,High,Mobile App,2026-03-11 22:55:00,,,Escalated,
TKT000319,6386-SZZKH,Plan Modification,Critical,Retail Store,2026-03-16 07:15:00,,,Escalated,
TKT000320,8552-OBVRU,Plan Modification,Medium,Web Portal,2026-08-12 12:23:00,,,Escalated,
TKT000321,9985-MWVIX,Broadband Outage,High,Mobile App,2026-06-06 14:04:00,2026-06-06 22:46:00,8.7,Resolved,3.0
TKT000322,4791-QRGMF,Broadband Outage,Critical,Chatbot,2026-04-12 15:15:00,2026-04-14 23:57:00,56.7,Closed,1.0
TKT000323,7394-FKDNK,Billing Dispute,Low,Web Portal,2026-06-22 20:55:00,2026-06-25 07:07:00,58.2,Resolved,1.0
TKT000324,1371-OJCEK,SIM Issue,Medium,Web Portal,2026-05-15 15:16:00,2026-05-16 15:28:00,24.2,Closed,3.0
TKT000325,6101-IMRMM,Plan Modification,Medium,Chatbot,2026-05-06 15:37:00,2026-05-07 18:55:00,27.3,Closed,2.0
TKT000326,9369-XFEHK,Plan Modification,Critical,Chatbot,2026-03-06 09:38:00,,,In Progress,
TKT000327,1349-WXNGG,Plan Modification,Medium,Mobile App,2026-08-25 12:18:00,2026-08-27 18:42:00,54.4,Resolved,2.0
TKT000328,7137-NAXML,Billing Dispute,Medium,Web Portal,2026-07-26 10:47:00,,,In Progress,
TKT000329,0654-PQKDW,Broadband Outage,Critical,Mobile App,2026-02-06 23:37:00,2026-02-08 01:25:00,25.8,Resolved,5.0
TKT000330,7568-PODML,Broadband Outage,Medium,Chatbot,2026-01-16 15:59:00,2026-01-17 11:53:00,19.9,Closed,3.0
TKT000331,0096-BXERS,SIM Issue,Critical,Retail Store,2026-02-18 16:38:00,,,In Progress,
TKT000332,2654-VBVPB,Billing Dispute,Low,Web Portal,2026-06-11 08:56:00,2026-06-12 09:56:00,25.0,Closed,4.0
TKT000333,8016-ZMGMO,Broadband Outage,Critical,Retail Store,2026-03-12 19:32:00,,,In Progress,
TKT000334,8610-WFCJF,Broadband Outage,Critical,Call Center,2026-06-14 12:17:00,2026-06-14 19:23:00,7.1,Resolved,2.0
TKT000335,2154-KVJFF,Roaming Issue,High,Mobile App,2026-08-01 08:05:00,2026-08-02 14:29:00,30.4,Closed,2.0
TKT000336,6804-GDMOI,Broadband Outage,Critical,Retail Store,2026-04-23 19:43:00,2026-04-24 05:25:00,9.7,Closed,1.0
TKT000337,2672-TGEFF,Roaming Issue,Low,Web Portal,2026-03-03 15:43:00,,,Escalated,
TKT000338,5159-YFPKQ,Roaming Issue,Medium,Web Portal,2026-02-17 10:15:00,2026-02-17 11:51:00,1.6,Resolved,1.0
TKT000339,2873-ZLIWT,Billing Dispute,Medium,Chatbot,2026-02-13 17:50:00,,,In Progress,
TKT000340,8665-UTDHZ,Network Slowdown,High,Mobile App,2026-07-09 22:10:00,,,In Progress,
TKT000341,8070-AAWZP,Roaming Issue,Medium,Mobile App,2026-08-05 15:29:00,2026-08-07 06:59:00,39.5,Resolved,3.0
TKT000342,2775-SEFEE,Plan Modification,Medium,Mobile App,2026-07-17 22:54:00,,,In Progress,
TKT000343,2256-YLYLP,Broadband Outage,Critical,Call Center,2026-08-01 14:28:00,2026-08-02 10:10:00,19.7,Closed,3.0
TKT000344,0388-EOPEX,Broadband Outage,Medium,Retail Store,2026-03-09 12:52:00,2026-03-12 07:28:00,66.6,Closed,1.0
TKT000345,8414-MYSHR,Roaming Issue,Critical,Call Center,2026-03-01 22:31:00,,,Escalated,
TKT000346,8357-EQXFO,Roaming Issue,Low,Retail Store,2026-07-07 15:01:00,2026-07-09 01:55:00,34.9,Closed,3.0
TKT000347,0397-GZBBC,Billing Dispute,High,Retail Store,2026-04-30 08:21:00,,,Escalated,
TKT000348,6463-HHXJR,Network Slowdown,High,Web Portal,2026-04-15 13:52:00,,,In Progress,
TKT000349,9548-LERKT,Billing Dispute,Medium,Chatbot,2026-07-01 13:50:00,2026-07-03 04:50:00,39.0,Resolved,3.0
TKT000350,3541-ZNUHK,Roaming Issue,Critical,Retail Store,2026-05-05 13:03:00,2026-05-07 07:33:00,42.5,Closed,3.0
TKT000351,8414-OOEEL,Plan Modification,Medium,Chatbot,2026-08-31 14:15:00,,,Escalated,
TKT000352,0872-NXJYS,Network Slowdown,High,Retail Store,2026-07-07 17:36:00,2026-07-08 10:12:00,16.6,Closed,2.0
TKT000353,7614-QVWQL,Broadband Outage,Critical,Web Portal,2026-05-18 10:15:00,,,In Progress,
TKT000354,4883-KCPZJ,Roaming Issue,Low,Call Center,2026-04-26 21:36:00,2026-04-27 15:30:00,17.9,Resolved,4.0
TKT000355,1084-UQCHV,Network Slowdown,Critical,Chatbot,2026-05-18 15:43:00,2026-05-20 20:07:00,52.4,Resolved,2.0
TKT000356,5103-MHMHY,Call Drops,Low,Chatbot,2026-08-27 21:58:00,,,Escalated,
TKT000357,6408-WHTEF,Roaming Issue,Low,Chatbot,2026-04-16 10:44:00,2026-04-19 02:44:00,64.0,Closed,4.0
TKT000358,6877-LGWXO,Billing Dispute,High,Web Portal,2026-04-30 15:14:00,2026-05-02 18:26:00,51.2,Closed,3.0
TKT000359,9576-ANLXO,Broadband Outage,Medium,Chatbot,2026-07-14 17:26:00,2026-07-17 08:56:00,63.5,Closed,2.0
TKT000360,1902-XBTFB,Roaming Issue,Critical,Mobile App,2026-02-25 22:02:00,2026-02-26 11:26:00,13.4,Resolved,1.0
TKT000361,1930-BZLHI,Billing Dispute,Medium,Mobile App,2026-05-05 15:58:00,2026-05-06 02:40:00,10.7,Resolved,4.0
TKT000362,5868-CZJDR,Roaming Issue,Critical,Call Center,2026-01-29 19:49:00,,,Escalated,
TKT000363,4860-YZGZM,Call Drops,Medium,Web Portal,2026-05-16 23:23:00,,,Escalated,
TKT000364,6100-QQHEB,Billing Dispute,High,Web Portal,2026-07-09 16:55:00,,,In Progress,
TKT000365,9367-WXLCH,Roaming Issue,Critical,Call Center,2026-06-29 08:24:00,2026-07-01 19:24:00,59.0,Closed,1.0
TKT000366,3224-DFQNQ,SIM Issue,Low,Mobile App,2026-02-06 12:17:00,2026-02-09 08:11:00,67.9,Closed,5.0
TKT000367,2740-TVLFN,SIM Issue,Medium,Chatbot,2026-02-22 12:10:00,2026-02-24 05:28:00,41.3,Resolved,1.0
TKT000368,8017-LXHFA,Billing Dispute,High,Chatbot,2026-01-25 09:16:00,,,Escalated,
TKT000369,4102-OQUPX,Plan Modification,Low,Chatbot,2026-04-19 14:10:00,2026-04-21 02:34:00,36.4,Resolved,3.0
TKT000370,9526-JAWYF,Billing Dispute,Critical,Mobile App,2026-05-29 22:24:00,,,Escalated,
TKT000371,4139-SUGLD,SIM Issue,Medium,Retail Store,2026-07-10 11:49:00,2026-07-12 12:13:00,48.4,Closed,1.0
TKT000372,7432-FFVAR,Plan Modification,Medium,Mobile App,2026-01-11 16:41:00,2026-01-14 10:23:00,65.7,Resolved,2.0
TKT000373,6972-SNKKW,Billing Dispute,High,Chatbot,2026-08-17 08:57:00,2026-08-19 22:09:00,61.2,Resolved,5.0
TKT000374,7504-UWHNB,Billing Dispute,Low,Call Center,2026-06-29 20:47:00,,,Escalated,
TKT000375,2982-VPSGI,Broadband Outage,High,Web Portal,2026-01-19 14:26:00,,,In Progress,
TKT000376,3896-RCYYE,Roaming Issue,High,Chatbot,2026-08-09 16:44:00,2026-08-11 10:32:00,41.8,Closed,2.0
TKT000377,2019-HDCZY,Plan Modification,Critical,Retail Store,2026-03-02 18:27:00,,,In Progress,
TKT000378,2794-XIMMO,Billing Dispute,High,Web Portal,2026-05-02 12:27:00,,,In Progress,
TKT000379,5380-WJKOV,Network Slowdown,High,Web Portal,2026-07-27 18:08:00,,,Escalated,
TKT000380,1559-DTODC,Broadband Outage,Critical,Chatbot,2026-01-05 11:01:00,,,Escalated,
TKT000381,8285-ABVLB,Billing Dispute,Critical,Retail Store,2026-08-13 08:26:00,2026-08-14 13:56:00,29.5,Closed,3.0
TKT000382,1184-PJVDB,Roaming Issue,High,Web Portal,2026-03-04 11:02:00,,,Escalated,
TKT000383,6141-OOXUQ,Network Slowdown,Critical,Web Portal,2026-08-25 13:52:00,2026-08-26 03:40:00,13.8,Closed,3.0
TKT000384,4445-ZJNMU,Billing Dispute,Critical,Mobile App,2026-03-29 11:08:00,2026-03-31 03:20:00,40.2,Resolved,5.0
TKT000385,2884-GBPFB,Call Drops,Critical,Mobile App,2026-05-11 10:33:00,,,Escalated,
TKT000386,0420-BWTPW,Broadband Outage,Medium,Chatbot,2026-02-23 08:02:00,2026-02-25 07:50:00,47.8,Resolved,3.0
TKT000387,1771-OADNZ,Call Drops,High,Retail Store,2026-08-11 13:54:00,2026-08-12 08:36:00,18.7,Closed,3.0
TKT000388,2665-NPTGL,Network Slowdown,Critical,Web Portal,2026-08-22 10:22:00,2026-08-22 20:52:00,10.5,Closed,3.0
TKT000389,7774-OJSXI,Billing Dispute,Critical,Web Portal,2026-01-16 13:17:00,2026-01-19 05:23:00,64.1,Closed,1.0
TKT000390,4523-WXCEF,Call Drops,Medium,Retail Store,2026-08-05 14:54:00,,,In Progress,
TKT000391,3941-XTSKM,Billing Dispute,Critical,Retail Store,2026-02-19 17:53:00,2026-02-21 12:53:00,43.0,Resolved,3.0
TKT000392,7016-BPGEU,Roaming Issue,Critical,Web Portal,2026-06-11 12:07:00,2026-06-13 04:13:00,40.1,Closed,2.0
TKT000393,5248-YGIJN,SIM Issue,Low,Web Portal,2026-05-10 08:40:00,2026-05-10 14:52:00,6.2,Closed,3.0
TKT000394,2560-PPCHE,Plan Modification,Low,Chatbot,2026-06-18 21:19:00,,,In Progress,
TKT000395,7581-EBBOU,Broadband Outage,Critical,Retail Store,2026-08-13 15:31:00,,,Escalated,
TKT000396,1442-OKRJE,Call Drops,Low,Call Center,2026-06-17 17:16:00,2026-06-18 10:52:00,17.6,Closed,5.0
TKT000397,9725-SCPZG,Plan Modification,Critical,Chatbot,2026-02-26 17:33:00,2026-02-28 00:45:00,31.2,Closed,1.0
TKT000398,7480-QNVZJ,Roaming Issue,Low,Retail Store,2026-06-24 23:13:00,,,Escalated,
TKT000399,4685-ERGHK,Call Drops,High,Web Portal,2026-06-12 16:37:00,2026-06-14 18:07:00,49.5,Resolved,3.0
TKT000400,2667-WYLWJ,SIM Issue,Medium,Web Portal,2026-05-10 08:07:00,,,Escalated,
TKT000401,6379-RXJRQ,Call Drops,Medium,Mobile App,2026-08-29 08:05:00,,,In Progress,
TKT000402,1550-LOAHA,Call Drops,Critical,Call Center,2026-07-31 10:21:00,2026-08-02 17:33:00,55.2,Closed,2.0
TKT000403,6942-LBFDP,Broadband Outage,Low,Retail Store,2026-08-18 13:38:00,2026-08-20 02:50:00,37.2,Closed,3.0
TKT000404,0186-CAERR,SIM Issue,High,Mobile App,2026-07-22 13:57:00,2026-07-23 21:57:00,32.0,Closed,4.0
TKT000405,0268-QKIWO,Network Slowdown,Critical,Retail Store,2026-05-04 16:07:00,,,Escalated,
TKT000406,0701-TJSEF,Network Slowdown,Critical,Mobile App,2026-07-21 19:56:00,2026-07-24 06:08:00,58.2,Resolved,4.0
TKT000407,4514-GFCFI,SIM Issue,Medium,Mobile App,2026-03-19 10:58:00,2026-03-20 13:46:00,26.8,Closed,3.0
TKT000408,8260-NGFNY,Billing Dispute,Low,Call Center,2026-08-31 09:59:00,2026-09-02 11:29:00,49.5,Resolved,3.0
TKT000409,8399-YNDCH,Network Slowdown,Low,Chatbot,2026-02-13 13:34:00,2026-02-14 02:52:00,13.3,Resolved,1.0
TKT000410,6413-XKKPU,Billing Dispute,Critical,Call Center,2026-05-26 19:10:00,2026-05-27 07:28:00,12.3,Closed,3.0
TKT000411,4566-GOLUK,SIM Issue,Critical,Chatbot,2026-03-31 07:16:00,2026-04-02 01:46:00,42.5,Closed,3.0
TKT000412,6457-USBER,Network Slowdown,High,Web Portal,2026-08-05 15:17:00,2026-08-08 02:53:00,59.6,Closed,3.0
TKT000413,9824-BEMCV,Call Drops,Low,Call Center,2026-08-31 22:42:00,,,In Progress,
TKT000414,4439-JMPMT,Broadband Outage,Medium,Chatbot,2026-03-28 07:15:00,,,In Progress,
TKT000415,5130-IEKQT,Network Slowdown,Low,Call Center,2026-02-15 17:27:00,2026-02-17 09:51:00,40.4,Closed,3.0
TKT000416,6032-KRXXO,Roaming Issue,Low,Web Portal,2026-08-24 18:16:00,,,Escalated,
TKT000417,0032-PGELS,Plan Modification,High,Mobile App,2026-03-24 23:37:00,2026-03-26 17:07:00,41.5,Closed,2.0
TKT000418,8292-ITGYJ,Billing Dispute,High,Mobile App,2026-01-12 17:05:00,,,In Progress,
TKT000419,1345-GKDZZ,Network Slowdown,Medium,Web Portal,2026-03-12 14:38:00,,,In Progress,
TKT000420,4737-HOBAX,Roaming Issue,Low,Chatbot,2026-08-19 14:10:00,2026-08-22 01:58:00,59.8,Closed,3.0
TKT000421,1153-GNOLC,Plan Modification,Low,Mobile App,2026-04-25 15:09:00,,,Escalated,
TKT000422,8173-RXAYP,Call Drops,Medium,Mobile App,2026-03-24 13:09:00,,,Escalated,
TKT000423,4647-XXZAM,Call Drops,High,Web Portal,2026-04-22 19:17:00,2026-04-24 22:47:00,51.5,Closed,3.0
TKT000424,1013-QCWAM,Billing Dispute,Critical,Call Center,2026-08-06 21:33:00,2026-08-07 17:45:00,20.2,Resolved,2.0
TKT000425,3672-YITQD,Broadband Outage,Critical,Web Portal,2026-08-26 07:26:00,2026-08-26 09:50:00,2.4,Closed,2.0
TKT000426,8808-ELEHO,Plan Modification,Low,Call Center,2026-02-24 10:31:00,2026-02-27 01:37:00,63.1,Closed,1.0
TKT000427,5261-QSHQM,Plan Modification,High,Chatbot,2026-06-04 23:54:00,2026-06-07 14:06:00,62.2,Resolved,2.0
TKT000428,1984-FCOWB,SIM Issue,Low,Mobile App,2026-06-15 14:09:00,,,In Progress,
TKT000429,7267-FRMJW,Billing Dispute,Low,Mobile App,2026-01-22 07:18:00,,,Escalated,
TKT000430,8079-XRJRS,Billing Dispute,High,Retail Store,2026-04-21 18:59:00,2026-04-24 09:05:00,62.1,Resolved,1.0
TKT000431,0533-BNWKF,Billing Dispute,Medium,Call Center,2026-03-02 21:59:00,,,Escalated,
TKT000432,9680-NIAUV,Roaming Issue,High,Chatbot,2026-04-10 08:41:00,2026-04-13 01:53:00,65.2,Closed,4.0
TKT000433,3280-NMUVX,Roaming Issue,Medium,Retail Store,2026-07-17 17:31:00,,,Escalated,
TKT000434,0114-PEGZZ,Call Drops,Critical,Mobile App,2026-04-15 23:34:00,2026-04-16 11:16:00,11.7,Closed,2.0
TKT000435,4587-VVTOX,Network Slowdown,Low,Retail Store,2026-08-05 14:06:00,2026-08-08 00:00:00,57.9,Closed,2.0
TKT000436,7515-LODFU,SIM Issue,High,Web Portal,2026-07-05 20:21:00,,,In Progress,
TKT000437,8714-EUHJO,Billing Dispute,High,Mobile App,2026-04-26 07:28:00,,,Escalated,
TKT000438,5376-DEQCP,SIM Issue,Medium,Web Portal,2026-03-27 11:48:00,,,Escalated,
TKT000439,9600-NAXZN,Broadband Outage,High,Mobile App,2026-03-24 19:07:00,,,In Progress,
TKT000440,3275-RHRNE,SIM Issue,Critical,Chatbot,2026-06-09 13:53:00,,,Escalated,
TKT000441,3034-ZBEQN,Call Drops,High,Chatbot,2026-08-03 09:40:00,2026-08-04 11:16:00,25.6,Resolved,3.0
