bill_id,customer_id,billing_period,bill_date,due_date,base_amount,additional_charges,discount_amount,tax_amount,total_amount,payment_status
BIL0000235,1984-GPTEH,2026-06,2026-06-01,2026-06-16,25.15,50.0,50.0,4.53,29.68,Paid
BIL0000236,1251-KRREG,2026-06,2026-06-01,2026-06-16,54.4,50.0,0.0,18.79,123.19,Paid
BIL0000237,0621-JFHOL,2026-06,2026-06-01,2026-06-16,29.6,0.0,0.0,5.33,34.93,Paid
BIL0000238,9903-LYSAB,2026-06,2026-06-01,2026-06-16,73.15,100.0,0.0,31.17,204.32,Paid
BIL0000239,0094-OIFMO,2026-06,2026-06-01,2026-06-16,95.0,150.0,25.0,39.6,259.6,Paid
BIL0000240,9227-UAQFT,2026-06,2026-06-01,2026-06-16,19.75,0.0,25.0,0.0,0.0,Paid
BIL0000241,7301-ABVAD,2026-06,2026-06-01,2026-06-16,86.6,0.0,0.0,15.59,102.19,Paid
BIL0000242,6614-FHDBO,2026-06,2026-06-01,2026-06-16,109.2,50.0,0.0,28.66,187.86,Paid
BIL0000243,7576-ASEJU,2026-06,2026-06-01,2026-06-16,74.7,0.0,25.0,8.95,58.65,Paid
BIL0000244,9058-HRZSV,2026-06,2026-06-01,2026-06-16,94.4,0.0,25.0,12.49,81.89,Paid
BIL0000245,4522-AKYLR,2026-06,2026-06-01,2026-06-16,54.8,0.0,0.0,9.86,64.66,Paid
BIL0000246,0221-WMXNQ,2026-06,2026-06-01,2026-06-16,75.35,150.0,50.0,31.56,206.91,Paid
BIL0000247,0303-UNCIP,2026-06,2026-06-01,2026-06-16,65.0,150.0,0.0,38.7,253.7,Paid
BIL0000248,9947-OTFQU,2026-06,2026-06-01,2026-06-16,74.4,150.0,0.0,40.39,264.79,Paid
BIL0000249,0322-YINQP,2026-06,2026-06-01,2026-06-16,48.55,100.0,25.0,22.24,145.79,Paid
BIL0000250,0959-WHOKV,2026-06,2026-06-01,2026-06-16,99.0,50.0,0.0,26.82,175.82,Paid
BIL0000251,4075-JFPGR,2026-06,2026-06-01,2026-06-16,93.5,100.0,25.0,30.33,198.83,Paid
BIL0000252,4629-NRXKX,2026-06,2026-06-01,2026-06-16,70.4,0.0,0.0,12.67,83.07,Paid
BIL0000253,9514-JDSKI,2026-06,2026-06-01,2026-06-16,40.2,50.0,50.0,7.24,47.44,Paid
BIL0000254,3282-ZISZV,2026-06,2026-06-01,2026-06-16,83.7,100.0,0.0,33.07,216.77,Paid
BIL0000255,3675-YDUPJ,2026-06,2026-06-01,2026-06-16,19.85,50.0,50.0,3.57,23.42,Paid
BIL0000256,4111-BNXIF,2026-06,2026-06-01,2026-06-16,59.55,0.0,25.0,6.22,40.77,Paid
BIL0000257,7017-VFHAY,2026-06,2026-06-01,2026-06-16,115.1,0.0,0.0,20.72,135.82,Paid
BIL0000258,6655-LHBYW,2026-06,2026-06-01,2026-06-16,114.35,0.0,0.0,20.58,134.93,Pending
BIL0000259,4959-JOSRX,2026-06,2026-06-01,2026-06-16,44.6,100.0,50.0,17.03,111.63,Paid
BIL0000260,5046-NUHWD,2026-06,2026-06-01,2026-06-16,45.0,100.0,0.0,26.1,171.1,Paid
BIL0000261,7273-TEFQD,2026-06,2026-06-01,2026-06-16,41.15,100.0,25.0,20.91,137.06,Paid
BIL0000262,3606-TWKGI,2026-06,2026-06-01,2026-06-16,106.9,0.0,50.0,10.24,67.14,Paid
BIL0000263,7529-ZDFXI,2026-06,2026-06-01,2026-06-16,89.85,50.0,0.0,25.17,165.02,Paid
BIL0000264,7605-BDWDC,2026-06,2026-06-01,2026-06-16,49.85,50.0,0.0,17.97,117.82,Pending
BIL0000265,1950-KSVVJ,2026-06,2026-06-01,2026-06-16,113.3,100.0,0.0,38.39,251.69,Paid
BIL0000266,0123-CRBRT,2026-06,2026-06-01,2026-06-16,88.1,100.0,0.0,33.86,221.96,Paid
BIL0000267,6292-TOSSS,2026-06,2026-06-01,2026-06-16,24.9,0.0,0.0,4.48,29.38,Paid
BIL0000268,3197-ARFOY,2026-06,2026-06-01,2026-06-16,105.0,0.0,50.0,9.9,64.9,Paid
BIL0000269,6323-AYBRX,2026-06,2026-06-01,2026-06-16,19.35,0.0,0.0,3.48,22.83,Paid
BIL0000270,7014-ZZXAW,2026-06,2026-06-01,2026-06-16,24.25,0.0,25.0,0.0,0.0,Paid
BIL0000271,4385-GZQXV,2026-06,2026-06-01,2026-06-16,94.45,150.0,0.0,44.0,288.45,Paid
BIL0000272,7633-MVPUY,2026-06,2026-06-01,2026-06-16,59.75,150.0,0.0,37.75,247.5,Paid
BIL0000273,6366-ZGQGL,2026-06,2026-06-01,2026-06-16,24.8,150.0,0.0,31.46,206.26,Paid
BIL0000274,4716-HHKQH,2026-06,2026-06-01,2026-06-16,107.05,0.0,0.0,19.27,126.32,Paid
BIL0000275,5940-AHUHD,2026-06,2026-06-01,2026-06-16,70.6,0.0,0.0,12.71,83.31,Paid
BIL0000276,6432-TWQLB,2026-06,2026-06-01,2026-06-16,85.4,50.0,25.0,19.87,130.27,Paid
BIL0000277,4484-GLZOU,2026-06,2026-06-01,2026-06-16,105.05,0.0,50.0,9.91,64.96,Paid
BIL0000278,3179-GBRWV,2026-06,2026-06-01,2026-06-16,64.95,0.0,0.0,11.69,76.64,Paid
BIL0000279,8645-KWHJO,2026-06,2026-06-01,2026-06-16,55.0,100.0,0.0,27.9,182.9,Paid
BIL0000280,4130-MZLCC,2026-06,2026-06-01,2026-06-16,50.55,0.0,0.0,9.1,59.65,Paid
BIL0000281,0314-TKOSI,2026-06,2026-06-01,2026-06-16,55.15,50.0,25.0,14.43,94.58,Paid
BIL0000282,8229-MYEJZ,2026-06,2026-06-01,2026-06-16,51.2,0.0,50.0,0.22,1.42,Paid
BIL0000283,2080-SRCDE,2026-06,2026-06-01,2026-06-16,25.4,100.0,0.0,22.57,147.97,Paid
BIL0000284,9577-WJVCQ,2026-06,2026-06-01,2026-06-16,54.45,100.0,0.0,27.8,182.25,Paid
BIL0000285,9512-UIBFX,2026-06,2026-06-01,2026-06-16,95.15,50.0,50.0,17.13,112.28,Paid
BIL0000286,6202-DYYFX,2026-06,2026-06-01,2026-06-16,76.0,50.0,25.0,18.18,119.18,Paid
BIL0000287,3808-HFKDE,2026-06,2026-06-01,2026-06-16,44.35,50.0,25.0,12.48,81.83,Paid
BIL0000288,5583-SXDAG,2026-06,2026-06-01,2026-06-16,70.0,0.0,0.0,12.6,82.6,Paid
BIL0000289,3488-PGMQJ,2026-06,2026-06-01,2026-06-16,74.5,150.0,0.0,40.41,264.91,Paid
BIL0000290,3580-REOAC,2026-06,2026-06-01,2026-06-16,44.85,0.0,0.0,8.07,52.92,Paid
BIL0000291,7534-BFESC,2026-06,2026-06-01,2026-06-16,76.1,0.0,0.0,13.7,89.8,Paid
BIL0000292,3727-OWVYD,2026-06,2026-06-01,2026-06-16,61.2,100.0,50.0,20.02,131.22,Paid
BIL0000293,2294-SALNE,2026-06,2026-06-01,2026-06-16,86.8,50.0,0.0,24.62,161.42,Paid
BIL0000294,4847-TAJYI,2026-06,2026-06-01,2026-06-16,89.35,50.0,50.0,16.08,105.43,Paid
BIL0000295,1563-IWQEX,2026-06,2026-06-01,2026-06-16,19.7,50.0,25.0,8.05,52.75,Paid
BIL0000296,8203-XJZRC,2026-06,2026-06-01,2026-06-16,20.25,100.0,0.0,21.64,141.89,Overdue
BIL0000297,6556-DBKZF,2026-06,2026-06-01,2026-06-16,76.05,0.0,0.0,13.69,89.74,Paid
BIL0000298,6851-WEFYX,2026-06,2026-06-01,2026-06-16,100.8,0.0,50.0,9.14,59.94,Paid
BIL0000299,2985-JUUBZ,2026-06,2026-06-01,2026-06-16,74.55,100.0,25.0,26.92,176.47,Paid
BIL0000300,6390-DSAZX,2026-06,2026-06-01,2026-06-16,73.6,0.0,50.0,4.25,27.85,Paid
BIL0000301,0895-LMRSF,2026-06,2026-06-01,2026-06-16,64.9,0.0,0.0,11.68,76.58,Overdue
BIL0000302,8098-LLAZX,2026-06,2026-06-01,2026-06-16,95.45,100.0,0.0,35.18,230.63,Paid
BIL0000303,8266-VBFQL,2026-06,2026-06-01,2026-06-16,90.4,100.0,0.0,34.27,224.67,Paid
BIL0000304,8181-YHCMF,2026-06,2026-06-01,2026-06-16,60.3,150.0,0.0,37.85,248.15,Paid
BIL0000305,2240-HSJQD,2026-06,2026-06-01,2026-06-16,81.85,50.0,50.0,14.73,96.58,Paid
BIL0000306,1248-DYXUB,2026-06,2026-06-01,2026-06-16,24.8,0.0,0.0,4.46,29.26,Paid
BIL0000307,0265-EDXBD,2026-06,2026-06-01,2026-06-16,74.9,150.0,25.0,35.98,235.88,Paid
BIL0000308,4115-BNPJY,2026-06,2026-06-01,2026-06-16,75.55,0.0,0.0,13.6,89.15,Paid
BIL0000309,3167-SNQPL,2026-06,2026-06-01,2026-06-16,101.15,100.0,0.0,36.21,237.36,Paid
BIL0000310,4091-TVOCN,2026-06,2026-06-01,2026-06-16,78.75,150.0,0.0,41.17,269.92,Paid
BIL0000311,1098-TDVUQ,2026-06,2026-06-01,2026-06-16,19.25,0.0,0.0,3.46,22.71,Paid
BIL0000312,7277-OZCGZ,2026-06,2026-06-01,2026-06-16,89.05,150.0,50.0,34.03,223.08,Paid
BIL0000313,1557-EMYVT,2026-06,2026-06-01,2026-06-16,115.05,0.0,0.0,20.71,135.76,Paid
BIL0000314,2799-ARNLO,2026-06,2026-06-01,2026-06-16,69.35,50.0,0.0,21.48,140.83,Paid
BIL0000315,7563-BIUPC,2026-06,2026-06-01,2026-06-16,80.6,0.0,0.0,14.51,95.11,Paid
BIL0000316,5027-YOCXN,2026-06,2026-06-01,2026-06-16,110.05,0.0,50.0,10.81,70.86,Paid
BIL0000317,3973-SKMLN,2026-06,2026-06-01,2026-06-16,19.9,100.0,50.0,12.58,82.48,Paid
BIL0000318,2321-OMBXY,2026-06,2026-06-01,2026-06-16,80.3,150.0,0.0,41.45,271.75,Paid
BIL0000319,2840-XANRC,2026-06,2026-06-01,2026-06-16,93.15,100.0,50.0,25.77,168.92,Paid
BIL0000320,6745-JEFZB,2026-06,2026-06-01,2026-06-16,91.5,100.0,0.0,34.47,225.97,Paid
BIL0000321,5020-ZSTTY,2026-06,2026-06-01,2026-06-16,82.45,50.0,25.0,19.34,126.79,Paid
BIL0000322,9880-TDQAC,2026-06,2026-06-01,2026-06-16,60.0,100.0,25.0,24.3,159.3,Paid
BIL0000323,8705-WZCYL,2026-06,2026-06-01,2026-06-16,44.8,100.0,25.0,21.56,141.36,Paid
BIL0000324,7102-JJVTX,2026-06,2026-06-01,2026-06-16,48.6,0.0,0.0,8.75,57.35,Paid
BIL0000325,8626-PTQGE,2026-06,2026-06-01,2026-06-16,60.05,150.0,50.0,28.81,188.86,Paid
BIL0000326,4983-CLMLV,2026-06,2026-06-01,2026-06-16,102.7,50.0,0.0,27.49,180.19,Paid
BIL0000327,5701-YVSVF,2026-06,2026-06-01,2026-06-16,82.9,0.0,50.0,5.92,38.82,Paid
BIL0000328,5804-LEPIM,2026-06,2026-06-01,2026-06-16,70.35,150.0,0.0,39.66,260.01,Paid
BIL0000329,5697-GOMBF,2026-06,2026-06-01,2026-06-16,35.9,50.0,25.0,10.96,71.86,Paid
BIL0000330,2739-CACDQ,2026-06,2026-06-01,2026-06-16,82.65,0.0,0.0,14.88,97.53,Paid
BIL0000331,9385-EHGDO,2026-06,2026-06-01,2026-06-16,19.85,0.0,25.0,0.0,0.0,Paid
BIL0000332,9498-FIMXL,2026-06,2026-06-01,2026-06-16,19.2,100.0,0.0,21.46,140.66,Paid
BIL0000333,2379-GYFLQ,2026-06,2026-06-01,2026-06-16,94.9,0.0,0.0,17.08,111.98,Paid
BIL0000334,0122-OAHPZ,2026-06,2026-06-01,2026-06-16,73.85,0.0,50.0,4.29,28.14,Paid
BIL0000335,2868-SNELZ,2026-06,2026-06-01,2026-06-16,80.6,0.0,0.0,14.51,95.11,Paid
BIL0000336,4322-RCYMT,2026-06,2026-06-01,2026-06-16,75.8,50.0,25.0,18.14,118.94,Paid
BIL0000337,6680-NENYN,2026-06,2026-06-01,2026-06-16,104.6,50.0,0.0,27.83,182.43,Paid
BIL0000338,2088-IEBAU,2026-06,2026-06-01,2026-06-16,88.15,100.0,25.0,29.37,192.52,Paid
BIL0000339,7982-VCELR,2026-06,2026-06-01,2026-06-16,94.8,0.0,0.0,17.06,111.86,Pending
BIL0000340,1343-EHPYB,2026-06,2026-06-01,2026-06-16,103.4,50.0,0.0,27.61,181.01,Pending
BIL0000341,6035-BXTTY,2026-06,2026-06-01,2026-06-16,54.65,50.0,25.0,14.34,93.99,Overdue
BIL0000342,6885-PKOAM,2026-06,2026-06-01,2026-06-16,85.75,100.0,0.0,33.44,219.19,Pending
BIL0000343,7520-HQWJU,2026-06,2026-06-01,2026-06-16,67.45,50.0,0.0,21.14,138.59,Overdue
BIL0000344,9639-BUJXT,2026-06,2026-06-01,2026-06-16,20.5,0.0,50.0,0.0,0.0,Pending
BIL0000345,5924-SNGKP,2026-06,2026-06-01,2026-06-16,20.25,50.0,0.0,12.64,82.89,Paid
BIL0000346,0021-IKXGC,2026-06,2026-06-01,2026-06-16,72.1,0.0,25.0,8.48,55.58,Paid
BIL0000347,2034-GDRCN,2026-06,2026-06-01,2026-06-16,90.4,50.0,0.0,25.27,165.67,Paid
BIL0000348,8966-SNIZF,2026-06,2026-06-01,2026-06-16,19.45,0.0,0.0,3.5,22.95,Paid
BIL0000349,6243-OZGFH,2026-06,2026-06-01,2026-06-16,44.95,100.0,0.0,26.09,171.04,Paid
BIL0000350,4654-DLAMQ,2026-06,2026-06-01,2026-06-16,97.0,100.0,25.0,30.96,202.96,Pending
BIL0000351,0513-RBGPE,2026-06,2026-06-01,2026-06-16,62.8,100.0,50.0,20.3,133.1,Paid
BIL0000352,5160-UXJED,2026-06,2026-06-01,2026-06-16,44.6,0.0,50.0,0.0,0.0,Paid
BIL0000353,4115-NZRKS,2026-06,2026-06-01,2026-06-16,89.15,150.0,0.0,43.05,282.2,Paid
BIL0000354,0219-YTZUE,2026-06,2026-06-01,2026-06-16,84.8,50.0,25.0,19.76,129.56,Paid
BIL0000355,0623-IIHUG,2026-06,2026-06-01,2026-06-16,41.9,50.0,50.0,7.54,49.44,Overdue
BIL0000356,4572-DVCGN,2026-06,2026-06-01,2026-06-16,80.25,0.0,0.0,14.45,94.7,Paid
BIL0000357,3351-NGXYI,2026-06,2026-06-01,2026-06-16,54.1,100.0,0.0,27.74,181.84,Paid
BIL0000358,8984-EYLLL,2026-06,2026-06-01,2026-06-16,105.25,0.0,0.0,18.95,124.2,Paid
BIL0000359,9057-MSWCO,2026-06,2026-06-01,2026-06-16,30.75,100.0,25.0,19.04,124.79,Paid
BIL0000360,9833-TGFHX,2026-06,2026-06-01,2026-06-16,97.1,50.0,0.0,26.48,173.58,Paid
BIL0000361,9294-TDIPC,2026-06,2026-06-01,2026-06-16,20.2,150.0,25.0,26.14,171.34,Paid
BIL0000362,5229-DTFYB,2026-06,2026-06-01,2026-06-16,98.8,0.0,50.0,8.78,57.58,Paid
BIL0000363,0104-PPXDV,2026-06,2026-06-01,2026-06-16,50.3,0.0,25.0,4.55,29.85,Paid
BIL0000364,5176-LMJXE,2026-06,2026-06-01,2026-06-16,20.55,50.0,50.0,3.7,24.25,Paid
BIL0000365,3583-KRKMD,2026-06,2026-06-01,2026-06-16,75.9,0.0,50.0,4.66,30.56,Paid
BIL0000366,1010-DIAUQ,2026-06,2026-06-01,2026-06-16,96.5,50.0,0.0,26.37,172.87,Paid
BIL0000367,9069-LGEUL,2026-06,2026-06-01,2026-06-16,59.95,0.0,0.0,10.79,70.74,Paid
BIL0000368,7302-ZHMHP,2026-06,2026-06-01,2026-06-16,19.15,50.0,25.0,7.95,52.1,Paid
BIL0000369,9571-EDEBV,2026-06,2026-06-01,2026-06-16,98.65,0.0,25.0,13.26,86.91,Paid
BIL0000370,3520-FJGCV,2026-06,2026-06-01,2026-06-16,112.6,0.0,0.0,20.27,132.87,Paid
BIL0000371,6563-VRERX,2026-06,2026-06-01,2026-06-16,20.6,0.0,50.0,0.0,0.0,Paid
BIL0000372,0259-GBZSH,2026-06,2026-06-01,2026-06-16,85.65,0.0,0.0,15.42,101.07,Paid
BIL0000373,6122-EFVKN,2026-06,2026-06-01,2026-06-16,35.75,150.0,25.0,28.93,189.68,Paid
BIL0000374,2805-EDJPQ,2026-06,2026-06-01,2026-06-16,99.75,0.0,0.0,17.95,117.7,Paid
BIL0000375,6862-CQUMB,2026-06,2026-06-01,2026-06-16,96.1,0.0,0.0,17.3,113.4,Paid
BIL0000376,7156-MXBJE,2026-06,2026-06-01,2026-06-16,85.1,0.0,50.0,6.32,41.42,Paid
BIL0000377,6158-HDPXZ,2026-06,2026-06-01,2026-06-16,25.35,50.0,25.0,9.06,59.41,Paid
BIL0000378,9601-BRXPO,2026-06,2026-06-01,2026-06-16,104.95,0.0,0.0,18.89,123.84,Paid
BIL0000379,2863-IMQDR,2026-06,2026-06-01,2026-06-16,89.65,0.0,50.0,7.14,46.79,Paid
BIL0000380,5686-CMAWK,2026-06,2026-06-01,2026-06-16,86.75,150.0,25.0,38.12,249.87,Paid
BIL0000381,5651-CRHKQ,2026-06,2026-06-01,2026-06-16,86.2,150.0,0.0,42.52,278.72,Paid
BIL0000382,6905-NIQIN,2026-06,2026-06-01,2026-06-16,50.65,50.0,25.0,13.62,89.27,Paid
BIL0000383,8204-YJCLA,2026-06,2026-06-01,2026-06-16,64.8,100.0,0.0,29.66,194.46,Paid
BIL0000384,5167-ZFFMM,2026-06,2026-06-01,2026-06-16,90.85,0.0,25.0,11.85,77.7,Paid
BIL0000385,6583-SZVGP,2026-06,2026-06-01,2026-06-16,108.1,0.0,25.0,14.96,98.06,Paid
BIL0000386,4895-TMWIR,2026-06,2026-06-01,2026-06-16,19.95,100.0,0.0,21.59,141.54,Paid
BIL0000387,0533-BNWKF,2026-06,2026-06-01,2026-06-16,85.45,0.0,25.0,10.88,71.33,Paid
BIL0000388,1708-PBBOA,2026-06,2026-06-01,2026-06-16,54.75,100.0,0.0,27.86,182.61,Paid
BIL0000389,8782-LKFPK,2026-06,2026-06-01,2026-06-16,90.4,100.0,0.0,34.27,224.67,Paid
BIL0000390,5522-JBWMO,2026-06,2026-06-01,2026-06-16,44.0,0.0,50.0,0.0,0.0,Paid
BIL0000391,3597-MVHJT,2026-06,2026-06-01,2026-06-16,95.6,0.0,25.0,12.71,83.31,Paid
BIL0000392,9774-NRNAU,2026-06,2026-06-01,2026-06-16,84.8,100.0,50.0,24.26,159.06,Paid
BIL0000393,0224-RLWWD,2026-06,2026-06-01,2026-06-16,44.3,0.0,0.0,7.97,52.27,Paid
BIL0000394,9967-ATRFS,2026-06,2026-06-01,2026-06-16,19.9,50.0,25.0,8.08,52.98,Paid
BIL0000395,3951-NJCVI,2026-06,2026-06-01,2026-06-16,95.05,0.0,0.0,17.11,112.16,Paid
BIL0000396,2977-CEBSX,2026-06,2026-06-01,2026-06-16,90.05,50.0,50.0,16.21,106.26,Paid
BIL0000397,0177-PXBAT,2026-06,2026-06-01,2026-06-16,109.9,0.0,50.0,10.78,70.68,Paid
BIL0000398,6599-CEBNN,2026-06,2026-06-01,2026-06-16,73.95,0.0,50.0,4.31,28.26,Paid
BIL0000399,2519-ERQOJ,2026-06,2026-06-01,2026-06-16,54.6,150.0,0.0,36.83,241.43,Paid
BIL0000400,5876-QMYLD,2026-06,2026-06-01,2026-06-16,20.05,150.0,25.0,26.11,171.16,Paid
BIL0000401,2277-AXSDC,2026-06,2026-06-01,2026-06-16,19.75,150.0,0.0,30.55,200.3,Paid
BIL0000402,9442-JTWDL,2026-06,2026-06-01,2026-06-16,20.05,100.0,25.0,17.11,112.16,Paid
BIL0000403,0979-PHULV,2026-06,2026-06-01,2026-06-16,99.45,0.0,25.0,13.4,87.85,Paid
BIL0000404,3067-SVMTC,2026-06,2026-06-01,2026-06-16,55.9,50.0,0.0,19.06,124.96,Paid
BIL0000405,5495-GPSRW,2026-06,2026-06-01,2026-06-16,19.7,150.0,0.0,30.55,200.25,Paid
BIL0000406,7606-BPHHN,2026-06,2026-06-01,2026-06-16,19.8,0.0,25.0,0.0,0.0,Paid
BIL0000407,4742-DRORA,2026-06,2026-06-01,2026-06-16,95.4,50.0,50.0,17.17,112.57,Paid
BIL0000408,0111-KLBQG,2026-06,2026-06-01,2026-06-16,93.95,150.0,50.0,34.91,228.86,Paid
BIL0000409,4800-VHZKI,2026-06,2026-06-01,2026-06-16,19.9,100.0,0.0,21.58,141.48,Paid
BIL0000410,7989-CHGTL,2026-06,2026-06-01,2026-06-16,19.6,100.0,0.0,21.53,141.13,Overdue
BIL0000411,0334-GDDSO,2026-06,2026-06-01,2026-06-16,81.35,100.0,0.0,32.64,213.99,Paid
BIL0000412,4163-NCJAK,2026-06,2026-06-01,2026-06-16,24.45,150.0,0.0,31.4,205.85,Paid
BIL0000413,5233-AOZUF,2026-06,2026-06-01,2026-06-16,74.95,50.0,0.0,22.49,147.44,Paid
BIL0000414,5973-EJGDP,2026-06,2026-06-01,2026-06-16,87.35,100.0,25.0,29.22,191.57,Paid
BIL0000415,1996-DBMUS,2026-06,2026-06-01,2026-06-16,70.65,150.0,0.0,39.72,260.37,Paid
BIL0000416,7916-VCCPB,2026-06,2026-06-01,2026-06-16,73.25,0.0,0.0,13.18,86.43,Paid
BIL0000417,4686-GEFRM,2026-06,2026-06-01,2026-06-16,98.7,100.0,25.0,31.27,204.97,Paid
BIL0000418,5249-QYHEX,2026-06,2026-06-01,2026-06-16,24.8,0.0,0.0,4.46,29.26,Paid
BIL0000419,0578-SKVMF,2026-06,2026-06-01,2026-06-16,83.3,50.0,0.0,23.99,157.29,Paid
BIL0000420,5564-NEMQO,2026-06,2026-06-01,2026-06-16,75.3,150.0,0.0,40.55,265.85,Paid
BIL0000421,2233-FAGXV,2026-06,2026-06-01,2026-06-16,24.3,0.0,0.0,4.37,28.67,Paid
BIL0000422,5605-IYGFG,2026-06,2026-06-01,2026-06-16,69.85,50.0,50.0,12.57,82.42,Paid
BIL0000423,7663-ZTEGJ,2026-06,2026-06-01,2026-06-16,100.55,0.0,0.0,18.1,118.65,Paid
BIL0000424,3935-TBRZZ,2026-06,2026-06-01,2026-06-16,25.7,50.0,25.0,9.13,59.83,Paid
BIL0000425,8111-BKVDS,2026-06,2026-06-01,2026-06-16,40.7,50.0,25.0,11.83,77.53,Paid
BIL0000426,2055-SIFSS,2026-06,2026-06-01,2026-06-16,51.65,0.0,25.0,4.8,31.45,Paid
BIL0000427,2806-MLNTI,2026-06,2026-06-01,2026-06-16,105.1,150.0,0.0,45.92,301.02,Paid
BIL0000428,8734-DKSTZ,2026-06,2026-06-01,2026-06-16,85.95,150.0,0.0,42.47,278.42,Paid
BIL0000429,4360-PNRQB,2026-06,2026-06-01,2026-06-16,75.6,100.0,25.0,27.11,177.71,Paid
BIL0000430,6152-ONASV,2026-06,2026-06-01,2026-06-16,58.25,50.0,50.0,10.48,68.73,Paid
BIL0000431,9063-ZGTUY,2026-06,2026-06-01,2026-06-16,19.4,50.0,0.0,12.49,81.89,Paid
BIL0000432,7781-HVGMK,2026-06,2026-06-01,2026-06-16,65.2,0.0,50.0,2.74,17.94,Paid
BIL0000433,2181-UAESM,2026-06,2026-06-01,2026-06-16,53.45,100.0,25.0,23.12,151.57,Paid
BIL0000434,2957-LOLHO,2026-06,2026-06-01,2026-06-16,45.4,100.0,25.0,21.67,142.07,Paid
BIL0000435,6048-NJXHX,2026-06,2026-06-01,2026-06-16,19.75,50.0,25.0,8.05,52.8,Paid
BIL0000436,2320-SLKMB,2026-06,2026-06-01,2026-06-16,44.45,0.0,25.0,3.5,22.95,Pending
BIL0000437,4980-URKXC,2026-06,2026-06-01,2026-06-16,20.85,0.0,25.0,0.0,0.0,Paid
BIL0000438,4376-KFVRS,2026-06,2026-06-01,2026-06-16,114.05,0.0,0.0,20.53,134.58,Paid
BIL0000439,5886-VLQVU,2026-06,2026-06-01,2026-06-16,89.85,0.0,25.0,11.67,76.52,Paid
BIL0000440,3577-AMVUX,2026-06,2026-06-01,2026-06-16,55.05,0.0,0.0,9.91,64.96,Paid
BIL0000441,0771-WLCLA,2026-06,2026-06-01,2026-06-16,112.95,150.0,0.0,47.33,310.28,Pending
BIL0000442,5628-RKIFK,2026-06,2026-06-01,2026-06-16,101.55,100.0,25.0,31.78,208.33,Paid
BIL0000443,0206-TBWLC,2026-06,2026-06-01,2026-06-16,114.65,0.0,0.0,20.64,135.29,Paid
BIL0000444,2937-FTHUR,2026-06,2026-06-01,2026-06-16,64.8,150.0,0.0,38.66,253.46,Paid
BIL0000445,1910-FMXJM,2026-06,2026-06-01,2026-06-16,80.4,150.0,25.0,36.97,242.37,Paid
BIL0000446,7752-XUSCI,2026-06,2026-06-01,2026-06-16,105.9,150.0,0.0,46.06,301.96,Paid
BIL0000447,4110-PFEUZ,2026-06,2026-06-01,2026-06-16,69.55,0.0,0.0,12.52,82.07,Paid
BIL0000448,0732-OCQOC,2026-06,2026-06-01,2026-06-16,25.05,50.0,0.0,13.51,88.56,Paid
BIL0000449,5168-MSWXT,2026-06,2026-06-01,2026-06-16,94.75,100.0,0.0,35.05,229.8,Paid
BIL0000450,1090-ESELR,2026-06,2026-06-01,2026-06-16,105.5,0.0,50.0,9.99,65.49,Paid
BIL0000451,8592-PLTMQ,2026-06,2026-06-01,2026-06-16,24.7,50.0,25.0,8.95,58.65,Paid
BIL0000452,5760-WRAHC,2026-06,2026-06-01,2026-06-16,69.75,150.0,0.0,39.55,259.3,Pending
BIL0000453,8847-GEOOQ,2026-06,2026-06-01,2026-06-16,60.2,50.0,50.0,10.84,71.04,Paid
BIL0000454,0256-LTHVJ,2026-06,2026-06-01,2026-06-16,81.05,0.0,0.0,14.59,95.64,Paid
BIL0000455,4785-FCIFB,2026-06,2026-06-01,2026-06-16,24.4,0.0,25.0,0.0,0.0,Paid
BIL0000456,8313-NDOIA,2026-06,2026-06-01,2026-06-16,104.15,0.0,0.0,18.75,122.9,Paid
BIL0000457,5149-CUZUJ,2026-06,2026-06-01,2026-06-16,92.9,100.0,25.0,30.22,198.12,Paid
BIL0000458,0942-KOWSM,2026-06,2026-06-01,2026-06-16,80.8,0.0,0.0,14.54,95.34,Paid
BIL0000459,4237-CLSMM,2026-06,2026-06-01,2026-06-16,20.0,0.0,25.0,0.0,0.0,Paid
BIL0000460,1452-VOQCH,2026-06,2026-06-01,2026-06-16,75.1,150.0,0.0,40.52,265.62,Paid
BIL0000461,4719-UMSIY,2026-06,2026-06-01,2026-06-16,19.65,0.0,0.0,3.54,23.19,Pending
BIL0000462,6614-VBEGU,2026-06,2026-06-01,2026-06-16,69.45,100.0,0.0,30.5,199.95,Paid
BIL0000463,0880-TKATG,2026-06,2026-06-01,2026-06-16,101.15,50.0,50.0,18.21,119.36,Pending
BIL0000464,3811-VBYBZ,2026-06,2026-06-01,2026-06-16,99.8,150.0,25.0,40.46,265.26,Paid
BIL0000465,1480-BKXGA,2026-06,2026-06-01,2026-06-16,116.05,50.0,0.0,29.89,195.94,Paid
BIL0000466,2996-XAUVF,2026-06,2026-06-01,2026-06-16,40.05,150.0,50.0,25.21,165.26,Pending
BIL0000467,9076-AXYIK,2026-06,2026-06-01,2026-06-16,102.1,100.0,0.0,36.38,238.48,Paid
BIL0000468,5968-XQIVE,2026-06,2026-06-01,2026-06-16,89.7,150.0,50.0,34.15,223.85,Paid
BIL0000469,8896-RAZCR,2026-06,2026-06-01,2026-06-16,19.9,50.0,50.0,3.58,23.48,Paid
